speech_sequence_idx,speech_sequence_path,speaker_id,text_embedding_idx,text,audio_event_idx,audio_file_path,audio_start_time,audio_stop_time,audio_sample_rate,audio_start_sample,audio_stop_sample,n_audio_samples,speech_frame_start,speech_frame_stop,speech_frame_count,speech_feature_dim
841,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,857,还有一座死火山。,858,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,5.016000,5.451000,12000,60192,65412,5220,20393,20414,21,1024
842,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,858,不过，,859,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,5.456000,5.576000,12000,65472,66912,1440,20414,20419,5,1024
843,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,859,正像他所说的：,860,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,5.581000,5.951000,12000,66972,71412,4440,20419,20437,18,1024
844,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,860,“谁说得准呢！”,861,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,5.959000,6.264000,12000,71508,75168,3660,20437,20452,15,1024
845,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,861,所以这座死火山也照样要疏通。,862,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,6.272000,7.077000,12000,75264,84924,9660,20452,20492,40,1024
846,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,862,火山疏通过了，,863,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,7.087000,7.452000,12000,85044,89424,4380,20492,20510,18,1024
847,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,863,就会缓缓地、均匀地燃烧，,864,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,7.458000,8.077000,12000,89496,96924,7428,20510,20540,30,1024
848,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,864,不会喷发。,865,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,8.086000,8.326000,12000,97032,99912,2880,20540,20551,11,1024
849,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,865,火山喷发跟烟囱冒火是一样的。,866,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,8.332000,9.139000,12000,99984,109668,9684,20551,20591,40,1024
850,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,866,当然，,867,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,9.145000,9.264000,12000,109740,111168,1428,20591,20596,5,1024
851,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,867,在地球上，,868,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,9.268000,9.514000,12000,111216,114168,2952,20596,20608,12,1024
852,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,868,我们实在太小了，,869,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,9.520000,9.951000,12000,114240,119412,5172,20608,20629,21,1024
853,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,869,没法去疏通火山。,870,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,9.959000,10.389000,12000,119508,124668,5160,20629,20650,21,1024
854,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,870,它们造成那么多麻烦，,871,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,10.396000,10.951000,12000,124752,131412,6660,20650,20677,27,1024
855,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,871,就是由于这个缘故。,872,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,10.962000,11.451000,12000,131544,137412,5868,20677,20701,24,1024
856,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,872,小王子还拔掉了刚长出来的几株猴面包树幼苗。,873,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,11.462000,12.701000,12000,137544,152412,14868,20701,20762,61,1024
857,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,873,他心情有点忧郁，,874,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,12.712000,13.139000,12000,152544,157668,5124,20762,20783,21,1024
858,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,874,心想这一走就再也回不来了。,875,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,13.148000,13.889000,12000,157776,166668,8892,20783,20819,36,1024
859,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,875,所有这些习惯的活儿，,876,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,13.898000,14.451000,12000,166776,173412,6636,20819,20846,27,1024
860,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,876,这天早上都显得格外亲切。,877,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,14.461000,15.138000,12000,173532,181656,8124,20846,20879,33,1024
861,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,877,而当他最后一次给花儿浇水，,878,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,15.149000,15.889000,12000,181788,190668,8880,20879,20915,36,1024
862,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,878,准备给它盖上罩子的时候，,879,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,15.898000,16.576000,12000,190776,198912,8136,20915,20948,33,1024
863,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,879,他只觉得想哭。,880,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,16.583000,16.951000,12000,198996,203412,4416,20948,20966,18,1024
864,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,880,“再见啦，”,881,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,16.956000,17.139000,12000,203472,205668,2196,20966,20974,8,1024
865,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,881,他对花儿说。,882,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,17.144000,17.451000,12000,205728,209412,3684,20974,20989,15,1024
866,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,882,可是她没有回答。,883,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,17.457000,17.888000,12000,209484,214656,5172,20989,21010,21,1024
867,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,883,“再见啦，”,884,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,17.894000,18.076000,12000,214728,216912,2184,21010,21018,8,1024
868,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,884,他又说了一遍。,885,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,18.082000,18.451000,12000,216984,221412,4428,21018,21036,18,1024
869,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,885,花儿咳嗽起来。,886,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,18.457000,18.826000,12000,221484,225912,4428,21036,21054,18,1024
870,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,886,但不是由于感冒。,887,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,18.833000,19.263000,12000,225996,231156,5160,21054,21075,21,1024
871,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,887,“我以前太傻了，”,888,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,19.270000,19.638000,12000,231240,235656,4416,21075,21093,18,1024
872,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,888,她终于开口了，,889,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,19.645000,20.013000,12000,235740,240156,4416,21093,21111,18,1024
873,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,889,“请你原谅我。,890,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,20.020000,20.326000,12000,240240,243912,3672,21111,21126,15,1024
874,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,890,但愿你能幸福。”,891,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,20.332000,20.701000,12000,243984,248412,4428,21126,21144,18,1024
875,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,891,他感到吃惊的是，,892,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,20.708000,21.138000,12000,248496,253656,5160,21144,21165,21,1024
876,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,892,居然没有一声责备。,893,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,21.145000,21.638000,12000,253740,259656,5916,21165,21189,24,1024
877,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,893,他举着罩子，,894,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,21.646000,21.951000,12000,259752,263412,3660,21189,21204,15,1024
878,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,894,茫然不知所措地站在那儿。,895,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,21.959000,22.638000,12000,263508,271656,8148,21204,21237,33,1024
879,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,895,他不懂这般恬淡的柔情。,896,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,22.647000,23.263000,12000,271764,279156,7392,21237,21267,30,1024
880,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,896,“是的，我爱你，”,897,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,23.270000,23.576000,12000,279240,282912,3672,21267,21282,15,1024
881,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,897,花儿对他说，,898,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,23.582000,23.888000,12000,282984,286656,3672,21282,21297,15,1024
882,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,898,“但由于我的过错，,899,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,23.895000,24.326000,12000,286740,291912,5172,21297,21318,21,1024
883,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,899,你一点儿也没领会。,900,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,24.333000,24.826000,12000,291996,297912,5916,21318,21342,24,1024
884,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,900,这没什么要紧。,901,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,24.833000,25.201000,12000,297996,302412,4416,21342,21360,18,1024
885,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,901,不过你也和我一样傻。,902,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,25.207000,25.763000,12000,302484,309156,6672,21360,21387,27,1024
886,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,902,但愿你能幸福……,903,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,25.771000,26.138000,12000,309252,313656,4404,21387,21405,18,1024
887,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,903,把这罩子放在一边吧，,904,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,26.146000,26.701000,12000,313752,320412,6660,21405,21432,27,1024
888,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,904,我用不着它了。”,905,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,26.707000,27.076000,12000,320484,324912,4428,21432,21450,18,1024
889,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,905,“可是风……”,906,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,27.084000,27.263000,12000,325008,327156,2148,21450,21458,8,1024
890,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,906,“我并不是那么容易感冒的……,907,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,27.276000,27.951000,12000,327312,335412,8100,21458,21491,33,1024
891,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,907,夜晚的新鲜空气对我有好处。,908,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,27.960000,28.700000,12000,335520,344400,8880,21491,21527,36,1024
892,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,908,我是一朵花儿。”,909,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,28.710000,29.076000,12000,344520,348912,4392,21527,21545,18,1024
893,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,909,“可是那些虫子和野兽……”,910,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,29.084000,29.638000,12000,349008,355656,6648,21545,21572,27,1024
894,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,910,“我既然想认识蝴蝶，,911,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,29.648000,30.138000,12000,355776,361656,5880,21572,21596,24,1024
895,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,911,就应该受得了两三条毛虫。,912,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,30.146000,30.825000,12000,361752,369900,8148,21596,21629,33,1024
896,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,912,我觉得这样挺好。,913,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,30.834000,31.263000,12000,370008,375156,5148,21629,21650,21,1024
897,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,913,要不然有谁来看我呢？,914,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,31.268000,31.825000,12000,375216,381900,6684,21650,21677,27,1024
898,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,914,你，,915,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,31.832000,31.888000,12000,381984,382656,672,21677,21679,2,1024
899,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,915,你到时候已经走得远远的了。,916,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,31.893000,32.638000,12000,382716,391656,8940,21679,21716,37,1024
900,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,916,至于野兽，,917,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,32.645000,32.888000,12000,391740,394656,2916,21716,21727,11,1024
901,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,917,我根本不怕。,918,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,32.893000,33.200000,12000,394716,398400,3684,21727,21742,15,1024
902,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,918,我也有爪子。”,919,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,33.205000,33.513000,12000,398460,402156,3696,21742,21757,15,1024
903,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,919,说着，,920,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,33.519000,33.638000,12000,402228,403656,1428,21757,21762,5,1024
904,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,920,她天真地让他看那四根刺。,921,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,33.643000,34.325000,12000,403716,411900,8184,21762,21795,33,1024
905,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,921,随后她又说：,922,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,34.332000,34.638000,12000,411984,415656,3672,21795,21810,15,1024
906,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,922,“别磨磨蹭蹭的，,923,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,34.643000,35.013000,12000,415716,420156,4440,21810,21828,18,1024
907,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,923,让人心烦。,924,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,35.019000,35.263000,12000,420228,423156,2928,21828,21839,11,1024
908,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,924,你已经决定要走了。,925,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,35.268000,35.763000,12000,423216,429156,5940,21839,21863,24,1024
909,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,925,那就走吧。”,926,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,35.771000,36.012000,12000,429252,432144,2892,21863,21874,11,1024
910,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,926,因为她不愿意让他看见自己流泪。,927,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,36.022000,36.887000,12000,432264,442644,10380,21874,21917,43,1024
911,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,927,她是一朵如此骄傲的花儿……,928,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,36.895000,37.575000,12000,442740,450900,8160,21917,21950,33,1024
912,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,928,10,929,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,1.197000,1.260000,12000,14364,15120,756,21950,21952,2,1024
913,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,929,这颗星球附近，,930,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,1.266000,1.639000,12000,15192,19668,4476,21952,21970,18,1024
914,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,930,还有325号、326号、327,931,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,1.650000,2.451000,12000,19800,29412,9612,21970,22009,39,1024
915,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,931,号、328号、329号和330号小行星。,932,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,2.465000,3.514000,12000,29580,42168,12588,22009,22061,52,1024
916,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,932,于是他开始拜访这些星球，,933,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,3.525000,4.201000,12000,42300,50412,8112,22061,22094,33,1024
917,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,933,好给自己找点事干，,934,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,4.210000,4.701000,12000,50520,56412,5892,22094,22118,24,1024
918,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,934,也好增长些见识。,935,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,4.710000,5.139000,12000,56520,61668,5148,22118,22139,21,1024
919,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,935,第一颗小行星上住着一个国王。,936,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,5.151000,5.951000,12000,61812,71412,9600,22139,22178,39,1024
920,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,936,这个国王身穿紫红镶边白鼬皮长袍，,937,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,5.966000,6.889000,12000,71592,82668,11076,22178,22223,45,1024
921,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,937,端坐在一张简朴而又气派庄严的王座上。,938,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,6.902000,7.951000,12000,82824,95412,12588,22223,22275,52,1024
922,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,938,“哈！来了一个臣民，”,939,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,7.961000,8.389000,12000,95532,100668,5136,22275,22296,21,1024
923,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,939,国王看见小王子，,940,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,8.396000,8.826000,12000,100752,105912,5160,22296,22317,21,1024
924,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,940,大声叫了起来。,941,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,8.833000,9.201000,12000,105996,110412,4416,22317,22335,18,1024
925,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,941,可小王子觉得纳闷：,942,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,9.208000,9.701000,12000,110496,116412,5916,22335,22359,24,1024
926,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,942,“他以前从没见过我，,943,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,9.709000,10.201000,12000,116508,122412,5904,22359,22383,24,1024
927,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,943,怎么会认识我呢？”,944,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,10.208000,10.639000,12000,122496,127668,5172,22383,22404,21,1024
928,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,944,他不知道，,945,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,10.644000,10.889000,12000,127728,130668,2940,22404,22416,12,1024
929,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,945,对国王来说，,946,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,10.894000,11.201000,12000,130728,134412,3684,22416,22431,15,1024
930,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,946,世界是非常简单的。,947,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,11.208000,11.701000,12000,134496,140412,5916,22431,22455,24,1024
931,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,947,所有的人都是臣民。,948,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,11.708000,12.201000,12000,140496,146412,5916,22455,22479,24,1024
932,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_sequence_frames.npy,littleprince_f1,948,“你走近点，,949,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,12.208000,12.451000,12000,146496,149412,2916,22479,22490,11,1024
